ite,policy_name,devices,category,num_of_completed_tasks(ALL),num_of_failed_tasks(ALL),num_of_uncompleted_tasks(ALL),num_of_failed_tasks_due_network,average_service_time(ALL),average_processing_time(ALL),average_network_delay(ALL),average_cost,unknown1,num_of_failed_tasks_due_vm_capacity(ALL),num_of_failed_tasks_due_mobility,unknown2,unknown3,unknown4,num_of_completed_tasks(Edge),num_of_failed_tasks(Edge),num_of_uncompleted_tasks(Edge),unknown5,average_service_time(Edge),average_processing_time(Edge),unknown6,average_server_utilization(Edge),num_of_failed_tasks_due_vm_capacity(Edge),unknown7,unknown8,unknown9,unknown10,unknown11,unknown12,unknown13,unknown14,unknown15,num_of_completed_tasks(Mobile),num_of_failed_tasks(Mobile),num_of_uncompleted_tasks(Mobile),unknown16,average_service_time(Mobile),average_processing_time(Mobile),unknown17,average_server_utilization(Mobile),num_of_failed_tasks_due_vm_capacity(Mobile),average_network_delay(LAN_delay),unknown18,unknown19,unknown20,num_of_failed_tasks_due_network(WLAN),num_of_failed_tasks_due_network(MAN),num_of_failed_tasks_due_network(WAN),num_of_failed_tasks_due_network(GSM),unknown21,average_overhead(ns)
ite10,EDGE_UTIL_HEURISTIC,800,ALL_APPS_GENERIC,115786,129326,1597,120030,18.75251370970338,7.689138063982066,18.080991608896454,0.0,0.0,2233,7063,0.0,0.0,0,70847,127093,1126,0,24.86014896570825,6.779157356811821,0.0,66.59899665551843,0,0,0,0,0,0.0,0.0,0.0,0.0,0,44939,2233,471,0,9.123736144956064,9.123736144956064,0.0,8.609494147157193,2233,18.080991608896454,0.0,0.0,0.0,120030,0,0,0,2753,2852.308169326675
ite10,EDGE_UTIL_HEURISTIC,1000,ALL_APPS_GENERIC,145217,160656,2004,148768,16.735632173892586,7.951302562359996,17.256953371184164,0.0,0.0,4584,7304,0.0,0.0,0,73920,156072,1342,0,24.311945186884508,7.054991815700316,0.0,74.08198160535116,0,0,0,0,0,0.0,0.0,0.0,0.0,0,71297,4584,662,0,8.880588372325144,8.880588372325144,0.0,10.916745819397983,4584,17.256953371184164,0.0,0.0,0.0,148768,0,0,0,3331,1967.4576376469972
ite10,EDGE_UTIL_HEURISTIC,1200,ALL_APPS_GENERIC,182639,196895,2282,181882,15.44099348434278,8.505617782994397,17.16704049222169,0.0,0.0,7862,7151,0.0,0.0,0,73785,189033,1336,0,24.882176838118884,7.71513634589726,0.0,80.45405518394652,0,0,0,0,0,0.0,0.0,0.0,0.0,0,108854,7862,946,0,9.041433396901082,9.041433396901082,0.0,13.70164158305463,7862,17.16704049222169,0.0,0.0,0.0,181882,0,0,0,5495,2114.7670617125214
ite10,EDGE_UTIL_HEURISTIC,1400,ALL_APPS_GENERIC,223854,215557,2491,195586,14.46248996726561,8.831693298314407,17.345209268355458,0.0,0.0,12679,7292,0.0,0.0,0,72670,202878,1402,0,25.650494132007427,8.305284863651968,0.0,84.34076086956527,0,0,0,0,0,0.0,0.0,0.0,0.0,0,151184,12679,1089,0,9.08472338712613,9.08472338712613,0.0,16.222589584328716,12679,17.345209268355458,0.0,0.0,0.0,195586,0,0,0,8540,3228.3234830261417
ite10,EDGE_UTIL_HEURISTIC,1600,ALL_APPS_GENERIC,242264,251113,2685,228075,14.229229749165395,9.0251336489734,18.29077946317102,0.0,0.0,15816,7222,0.0,0.0,0,68929,235297,1403,0,26.796727702412763,8.505948239241743,0.0,85.52571070234114,0,0,0,0,0,0.0,0.0,0.0,0.0,0,173335,15816,1282,0,9.23159472785184,9.23159472785184,0.0,16.58627090301003,15816,18.29077946317102,0.0,0.0,0.0,228075,0,0,0,9586,2571.358786485791
ite10,EDGE_UTIL_HEURISTIC,1800,ALL_APPS_GENERIC,284591,276251,2695,246954,13.592483189075232,9.217022987990736,17.52641304592397,0.0,0.0,21904,7393,0.0,0.0,0,71048,254347,1389,0,25.980589459155592,8.454176413231679,0.0,86.33921404682275,0,0,0,0,0,0.0,0.0,0.0,0.0,0,213543,21904,1306,0,9.470830059369757,9.470830059369757,0.0,18.265393905611308,21904,17.52641304592397,0.0,0.0,0.0,246954,0,0,0,14213,4479.254067990629
ite10,EDGE_UTIL_HEURISTIC,2000,ALL_APPS_GENERIC,320466,308688,2825,277070,12.683309227852714,8.80553948497329,16.988057011135393,0.0,0.0,24205,7413,0.0,0.0,0,73151,284483,1371,0,25.254010587608196,8.265953576472848,0.0,86.70802675585293,0,0,0,0,0,0.0,0.0,0.0,0.0,0,247315,24205,1454,0,8.965138574364241,8.965138574364241,0.0,18.150612040133776,24205,16.988057011135393,0.0,0.0,0.0,277070,0,0,0,12419,2470.0972575871724
ite10,MOBILE_UTIL_HEURISTIC,200,ALL_APPS_GENERIC,61435,157,257,0,7.041542457535095,6.567303445756355,2.458224239675005,0.0,0.0,0,157,0.0,0.0,0,11852,157,20,0,4.862226926194139,2.4040026865191324,0.0,2.4338628762541816,0,0,0,0,0,0.0,0.0,0.0,0.0,0,49583,0,237,0,7.562471963161106,7.562471963161106,0.0,28.02332775919735,0,2.458224239675005,0.0,0.0,0.0,0,0,0,0,397,559.9617969866216
ite10,MOBILE_UTIL_HEURISTIC,400,ALL_APPS_GENERIC,124445,1074,593,236,8.317236973864492,6.469609274869537,10.22538597355812,0.0,0.0,0,838,0.0,0.0,0,22486,1074,134,0,13.225452449625015,3.0000664760668694,0.0,6.06718227424749,0,0,0,0,0,0.0,0.0,0.0,0.0,0,101959,0,459,0,7.234780955386973,7.234780955386973,0.0,27.819122073578594,0,10.22538597355812,0.0,0.0,0.0,236,0,0,0,1111,555.1036257459031
ite10,MOBILE_UTIL_HEURISTIC,600,ALL_APPS_GENERIC,174911,8866,1298,6657,11.011972656741149,7.283509013745878,22.345359063215536,0.0,0.0,2,2207,0.0,0.0,0,29185,8866,479,0,26.360166708633145,4.01480764541757,0.0,12.650376254180596,2,0,0,0,0,0.0,0.0,0.0,0.0,0,145726,0,819,0,7.938142019761707,7.938142019761707,0.0,29.34553511705685,0,22.345359063215536,0.0,0.0,0.0,6657,0,0,0,2529,624.5199453685717
ite10,MOBILE_UTIL_HEURISTIC,800,ALL_APPS_GENERIC,218967,20677,1618,16640,11.66634269474482,7.665182511583871,29.43365053504679,0.0,0.0,842,3195,0.0,0.0,0,29766,20677,575,0,34.75763137678205,5.323980841735167,0.0,21.88465719063546,842,0,0,0,0,0.0,0.0,0.0,0.0,0,189201,0,1043,0,8.033511478686153,8.033511478686153,0.0,29.283093645484957,0,29.43365053504679,0.0,0.0,0.0,16640,0,0,0,4992,756.8112909148571
ite10,MOBILE_UTIL_HEURISTIC,1000,ALL_APPS_GENERIC,278138,30338,2053,24515,11.081602796254852,7.684191162958585,29.84772977231598,0.0,0.0,1745,4078,0.0,0.0,0,31659,30338,728,0,37.53970103278048,7.691971260464606,0.0,35.628678929765876,1745,0,0,0,0,0.0,0.0,0.0,0.0,0,246479,0,1325,0,7.683191848181493,7.683191848181493,0.0,28.82738795986622,0,29.84772977231598,0.0,0.0,0.0,24515,0,0,0,8527,635.9921873986955
ite10,MOBILE_UTIL_HEURISTIC,1200,ALL_APPS_GENERIC,322448,38474,2634,28443,11.058936017930622,7.977603431449773,28.794109135964323,0.0,0.0,5431,4600,0.0,0.0,0,34506,38474,1018,0,38.99216219460204,10.198053058637711,0.0,50.22612876254182,5431,0,0,0,0,0.0,0.0,0.0,0.0,0,287942,0,1616,0,7.711512222679441,7.711512222679441,0.0,27.991900780379023,0,28.794109135964323,0.0,0.0,0.0,28443,0,0,0,12344,709.5982012734054
ite10,MOBILE_UTIL_HEURISTIC,1400,ALL_APPS_GENERIC,374851,54749,2844,35507,11.229436672876476,8.170396058328715,33.74288418926611,0.0,0.0,13113,6129,0.0,0.0,0,33983,54749,993,0,46.31770956356936,12.57482537430348,0.0,66.22086120401339,13113,0,0,0,0,0.0,0.0,0.0,0.0,0,340868,0,1851,0,7.731294349031349,7.731294349031349,0.0,28.698941710463455,0,33.74288418926611,0.0,0.0,0.0,35507,0,0,0,18005,815.8200675046555
ite10,MOBILE_UTIL_HEURISTIC,1600,ALL_APPS_GENERIC,431007,67214,3262,41990,10.87652334430383,8.044060374503038,37.05716874772075,0.0,0.0,18552,6672,0.0,0.0,0,32944,67214,1173,0,51.20986593010953,14.152697182388872,0.0,73.59452341137126,18552,0,0,0,0,0.0,0.0,0.0,0.0,0,398063,0,2089,0,7.538504894594119,7.538504894594119,0.0,28.415480769230765,0,37.05716874772075,0.0,0.0,0.0,41990,0,0,0,24394,923.9956103817382
ite10,MOBILE_UTIL_HEURISTIC,1800,ALL_APPS_GENERIC,469180,88684,3817,48284,11.337916494866395,8.661043157678622,38.439550464963474,0.0,0.0,32870,7530,0.0,0.0,0,32673,88684,1350,0,55.5367076046565,17.09715713969323,0.0,89.27683946488295,32870,0,0,0,0,0.0,0.0,0.0,0.0,0,436507,0,2467,0,8.029591308946909,8.029591308946909,0.0,29.887904124860636,0,38.439550464963474,0.0,0.0,0.0,48284,0,0,0,28696,805.4265035922734
ite10,MOBILE_UTIL_HEURISTIC,2000,ALL_APPS_GENERIC,517358,95966,3903,49929,10.889251271714398,8.435196945551292,38.06856280396782,0.0,0.0,38637,7400,0.0,0.0,0,33351,95966,1309,0,55.74497367807334,17.67641087410535,0.0,91.54489966555177,38637,0,0,0,0,0.0,0.0,0.0,0.0,0,484007,0,2594,0,7.79842159781618,7.79842159781618,0.0,28.678100334448175,0,38.06856280396782,0.0,0.0,0.0,49929,0,0,0,35061,861.9532987458505
ite10,RANDOM,200,ALL_APPS_GENERIC,61465,2824,212,0,5.315610702179467,4.730607012088277,1.128601751771968,0.0,0.0,2625,199,0.0,0.0,0,31860,199,48,0,2.326488688841258,1.1978869370692915,0.0,2.777215719063544,0,0,0,0,0,0.0,0.0,0.0,0.0,0,29605,2625,164,0,8.532412841850288,8.532412841850288,0.0,20.117876254180587,2625,1.128601751771968,0.0,0.0,0.0,0,0,0,0,164,73.280296784831
ite10,RANDOM,400,ALL_APPS_GENERIC,102830,15224,758,7243,11.932768493428219,6.010228989393326,12.280998935267494,0.0,0.0,6094,1887,0.0,0.0,0,49590,9130,385,0,13.932205030110872,1.6512060948433833,0.0,7.542976588628762,0,0,0,0,0,0.0,0.0,0.0,0.0,0,53240,6094,373,0,10.070408278287601,10.070408278287601,0.0,21.968010033444813,6094,12.280998935267494,0.0,0.0,0.0,7243,0,0,0,415,70.18901519643553
ite10,RANDOM,600,ALL_APPS_GENERIC,150081,37250,1072,26255,11.688579736384792,6.004284292708009,13.310835288612312,0.0,0.0,8186,2809,0.0,0.0,0,64091,29127,521,0,15.265869936796106,1.9550346481837406,0.0,13.355643812709037,63,0,0,0,0,0.0,0.0,0.0,0.0,0,85990,8123,551,0,9.022314981941715,9.022314981941715,0.0,20.716321070234113,8123,13.310835288612312,0.0,0.0,0.0,26255,0,0,0,1647,115.34322669499443
ite10,RANDOM,800,ALL_APPS_GENERIC,190351,58041,1377,43705,11.081002039238331,6.222094534386318,12.191364956911393,0.0,0.0,10988,3348,0.0,0.0,0,75865,47652,647,0,14.556661059928793,2.365296103017371,0.0,20.510158862876267,599,0,0,0,0,0.0,0.0,0.0,0.0,0,114486,10389,730,0,8.777830720433554,8.777830720433554,0.0,20.002608695652143,10389,12.191364956911393,0.0,0.0,0.0,43705,0,0,0,3455,149.06672115043963
ite10,RANDOM,1000,ALL_APPS_GENERIC,213868,97129,1832,72422,13.133286125946043,7.560383100307666,16.498236819125,0.0,0.0,19172,5535,0.0,0.0,0,72242,83305,840,0,20.58640823621206,4.088171417087011,0.0,40.01241638795985,5348,0,0,0,0,0.0,0.0,0.0,0.0,0,141626,13824,992,0,9.331523402365336,9.331523402365336,0.0,21.15326421404683,13824,16.498236819125,0.0,0.0,0.0,72422,0,0,0,6144,183.5746293372605
ite10,RANDOM,1200,ALL_APPS_GENERIC,246514,124621,2218,86777,13.198756605745869,7.952499407325381,16.698850142825883,0.0,0.0,31561,6283,0.0,0.0,0,77447,109082,1069,0,21.964434814596146,5.265584671770297,0.0,55.07642140468224,16022,0,0,0,0,0.0,0.0,0.0,0.0,0,169067,15539,1149,0,9.183333842930995,9.183333842930995,0.0,20.513843366778136,15539,16.698850142825883,0.0,0.0,0.0,86777,0,0,0,8555,182.37418998477642
ite10,RANDOM,1400,ALL_APPS_GENERIC,270517,157846,2491,106442,12.98224606004687,8.18664162515855,16.87074132481121,0.0,0.0,44625,6779,0.0,0.0,0,76896,139672,1157,0,22.695997991287122,5.825256666475896,0.0,63.2539297658863,26451,0,0,0,0,0.0,0.0,0.0,0.0,0,193621,18174,1334,0,9.124458586040186,9.124458586040186,0.0,20.12671046344959,18174,16.87074132481121,0.0,0.0,0.0,106442,0,0,0,11336,208.44983577012954
ite10,RANDOM,1600,ALL_APPS_GENERIC,304399,193692,2581,127646,12.545052223426627,8.249232318368184,16.62018967538426,0.0,0.0,58853,7193,0.0,0.0,0,78678,173476,1097,0,23.187624042331766,6.567434366947541,0.0,72.59870401337794,38637,0,0,0,0,0.0,0.0,0.0,0.0,0,225721,20216,1484,0,8.835444940241553,8.835444940241553,0.0,19.77098662207357,20216,16.62018967538426,0.0,0.0,0.0,127646,0,0,0,13635,161.5442720306129
ite10,RANDOM,1800,ALL_APPS_GENERIC,328876,234041,2960,144492,12.733629918825548,8.797731084867841,16.972250972460493,0.0,0.0,82289,7260,0.0,0.0,0,76267,209984,1342,0,24.457617592214664,7.485366619754247,0.0,81.17336956521737,58232,0,0,0,0,0.0,0.0,0.0,0.0,0,252609,24057,1618,0,9.193956479294986,9.193956479294986,0.0,20.69985878855443,24057,16.972250972460493,0.0,0.0,0.0,144492,0,0,0,16183,155.02534831955688
ite10,RANDOM,2000,ALL_APPS_GENERIC,352878,264248,3200,153834,12.788167591649968,9.140604039049629,16.73224828165393,0.0,0.0,102741,7673,0.0,0.0,0,76926,236987,1410,0,25.019369244391072,8.287120962737168,0.0,90.20522575250834,75480,0,0,0,0,0.0,0.0,0.0,0.0,0,275952,27261,1790,0,9.378525993333028,9.378525993333028,0.0,20.747643812709022,27261,16.73224828165393,0.0,0.0,0.0,153834,0,0,0,19764,168.2529613077394
